fecha,hora,portafolio,token,symbol,precio,1h,24h,7d,tendencia_7d,market_cap,volumen_usd,tokens_movidos,suministro_circulante
11/05/2025,22:59:05,Principales Tokens Alameda Research Portfolio por Capitalización de Mercado,OKB,OKB,"55,25 US$",-0.36,-0.6,8.14,positivo,"$3,315,193,250","$6,007,113",108.62K OKB,60M OKB
11/05/2025,22:59:06,Principales Tokens Alameda Research Portfolio por Capitalización de Mercado,Render,RENDER,"5,30 US$",0.25,-1.07,21.97,positivo,"$2,745,421,329","$100,522,989",19.02M RENDER,517.71M RENDER
11/05/2025,22:59:06,Principales Tokens Alameda Research Portfolio por Capitalización de Mercado,Immutable,IMX,"0,7328 US$",1.17,-5.05,31.65,positivo,"$1,331,896,029","$58,163,268",79.36M IMX,1.81B IMX
11/05/2025,22:59:06,Principales Tokens Alameda Research Portfolio por Capitalización de Mercado,Curve DAO Token,CRV,"0,7805 US$",0.35,-4.11,13.91,positivo,"$1,048,336,502","$154,034,028",198.60M CRV,1.34B CRV
11/05/2025,22:59:06,Principales Tokens Alameda Research Portfolio por Capitalización de Mercado,Compound,COMP,"48,25 US$",0.67,-1.35,21.1,positivo,"$435,697,509","$29,985,044",621.37K COMP,9.02M COMP
11/05/2025,22:59:06,Principales Tokens Alameda Research Portfolio por Capitalización de Mercado,FTX Token,FTT,"1,15 US$",0.3,-2.46,8.61,positivo,"$380,483,016","$14,507,908",12.60M FTT,328.89M FTT
11/05/2025,22:59:06,Principales Tokens Alameda Research Portfolio por Capitalización de Mercado,1inch Network,1INCH,"0,2352 US$",-0.14,-2.24,21.53,positivo,"$326,215,341","$22,235,751",94.51M 1INCH,1.38B 1INCH
11/05/2025,22:59:07,Principales Tokens Alameda Research Portfolio por Capitalización de Mercado,Synthetix,SNX,"0,8769 US$",1.48,0.21,32.23,positivo,"$297,683,747","$31,533,943",36.11M SNX,339.46M SNX
11/05/2025,22:59:07,Principales Tokens Alameda Research Portfolio por Capitalización de Mercado,SushiSwap,SUSHI,"0,8318 US$",0.29,-2.7,35.78,positivo,"$223,467,501","$49,221,630",59.16M SUSHI,268.62M SUSHI
11/05/2025,22:59:07,Principales Tokens Alameda Research Portfolio por Capitalización de Mercado,yearn.finance,YFI,"6410,96 US$",0.19,-1.59,22.02,positivo,"$216,773,562","$24,204,126",3.78K YFI,33.81K YFI
11/05/2025,22:59:07,Principales Tokens Alameda Research Portfolio por Capitalización de Mercado,Solar,SXP,"0,2287 US$",-0.21,-1.24,17.96,positivo,"$147,056,937","$9,094,256",39.75M SXP,642.82M SXP
11/05/2025,22:59:07,Principales Tokens Alameda Research Portfolio por Capitalización de Mercado,Balancer,BAL,"1,17 US$",-0.33,-1.32,13.57,positivo,"$74,510,856","$11,832,023",10.05M BAL,63.33M BAL
11/05/2025,22:59:08,Principales Tokens Alameda Research Portfolio por Capitalización de Mercado,DODO,DODO,"0,06157 US$",1.03,0.94,36.65,positivo,"$44,685,194","$10,260,857",167.06M DODO,725.7M DODO
11/05/2025,22:59:08,Principales Tokens Alameda Research Portfolio por Capitalización de Mercado,Sperax,SPA,"0,02053 US$",0.23,-3.1,7.69,positivo,"$34,734,882","$5,201,646",253.33M SPA,1.69B SPA
11/05/2025,22:59:09,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,Ethereum,ETH,"2518,99 US$",-0.05,-0.75,40.31,positivo,"$304,117,627,413","$24,071,033,918",9.57M ETH,120.72M ETH
11/05/2025,22:59:09,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,Solana,SOL,"174,69 US$",0.56,-0.69,20.44,positivo,"$90,723,290,625","$3,461,252,280",19.89M SOL,519.32M SOL
11/05/2025,22:59:10,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,Polkadot,DOT,"5,13 US$",0.98,0.13,29.28,positivo,"$8,102,766,173","$266,256,506",51.92M DOT,1.57B DOT
11/05/2025,22:59:10,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,UNUS SED LEO,LEO,"8,39 US$",0.79,0.96,-7.51,negativo,"$7,752,111,267","$5,657,302",674.01K LEO,923.48M LEO
11/05/2025,22:59:10,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,NEAR Protocol,NEAR,"3,16 US$",-0.02,-5.57,34.73,positivo,"$3,837,176,678","$228,091,682",72.01M NEAR,1.21B NEAR
11/05/2025,22:59:10,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,Algorand,ALGO,"0,2424 US$",0.96,-3.14,20.3,positivo,"$2,085,056,022","$96,378,755",399.18M ALGO,8.59B ALGO
11/05/2025,22:59:10,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,Decentraland,MANA,"0,3687 US$",0.39,-2.23,24.27,positivo,"$716,298,151","$61,192,472",166.11M MANA,1.94B MANA
11/05/2025,22:59:10,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,MANTRA,OM,"0,4303 US$",1.07,-3.84,7.28,positivo,"$416,226,744","$197,986,305",459.21M OM,967.14M OM
11/05/2025,22:59:11,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,Terra Classic,LUNC,"0,00007015 US$",0.23,-0.16,17.22,positivo,"$382,271,114","$15,349,150",219.18B LUNC,5.44T LUNC
11/05/2025,22:59:11,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,FTX Token,FTT,"1,15 US$",0.3,-2.46,8.62,positivo,"$380,468,132","$14,507,908",12.59M FTT,328.89M FTT
11/05/2025,22:59:11,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,Gnosis,GNO,"138,69 US$",0.41,-1.95,26.31,positivo,"$358,992,459","$7,272,204",52.43K GNO,2.58M GNO
11/05/2025,22:59:11,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,Kusama,KSM,"19,12 US$",1.25,-0.8,30.68,positivo,"$315,328,952","$19,633,395",1.03M KSM,16.48M KSM
11/05/2025,22:59:11,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,Zilliqa,ZIL,"0,01467 US$",-0.03,-1.86,22.63,positivo,"$285,987,413","$20,367,429",1.38B ZIL,19.48B ZIL
11/05/2025,22:59:12,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,Oasis,ROSE,"0,03844 US$",0.69,-3.46,36.46,positivo,"$271,575,709","$19,784,244",514.62M ROSE,7.06B ROSE
11/05/2025,22:59:12,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,Qtum,QTUM,"2,51 US$",0.11,-2.36,20.99,positivo,"$266,184,511","$51,736,996",20.53M QTUM,105.63M QTUM
11/05/2025,22:59:12,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,0x Protocol,ZRX,"0,3017 US$",0.21,-1.66,19.35,positivo,"$255,967,227","$33,843,290",112.17M ZRX,848.39M ZRX
11/05/2025,22:59:12,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,IoTeX,IOTX,"0,02138 US$",0.2,-2.89,21.07,positivo,"$201,935,751","$11,632,332",543.86M IOTX,9.44B IOTX
11/05/2025,22:59:12,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,Mythos,MYTH,"0,1386 US$",-0.03,-4.04,-9.34,negativo,"$118,168,552","$700,991",5.05M MYTH,852.31M MYTH
11/05/2025,22:59:12,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,ICON,ICX,"0,1097 US$",0.03,-1.68,13.71,positivo,"$116,727,258","$5,253,258",47.88M ICX,1.06B ICX
11/05/2025,22:59:13,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,WAX,WAXP,"0,02670 US$",0.11,-2.09,16.21,positivo,"$116,966,709","$5,964,445",224.17M WAXP,4.38B WAXP
11/05/2025,22:59:13,Principales Tokens Kenetic Capital Portfolio por Capitalización de Mercado,Solana Name Service,FIDA,"0,1038 US$",2.76,28.01,36.64,positivo,"$102,931,771","$147,198,914",1.40B FIDA,990.91M FIDA
11/05/2025,22:59:14,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Ethereum,ETH,"2519,02 US$",-0.05,-0.75,40.31,positivo,"$304,121,774,781","$24,071,033,918",9.57M ETH,120.72M ETH
11/05/2025,22:59:15,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Stellar,XLM,"0,3118 US$",0.28,-0.31,17.24,positivo,"$9,676,268,646","$254,112,397",815.74M XLM,31.03B XLM
11/05/2025,22:59:15,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Polkadot,DOT,"5,13 US$",0.98,0.13,29.28,positivo,"$8,102,746,713","$266,256,506",51.92M DOT,1.57B DOT
11/05/2025,22:59:15,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Internet Computer,ICP,"5,79 US$",0.36,-1.75,25.69,positivo,"$3,087,854,015","$97,407,041",16.85M ICP,532.8M ICP
11/05/2025,22:59:15,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Filecoin,FIL,"3,18 US$",0.46,-2.91,19.71,positivo,"$2,121,202,550","$143,717,054",45.08M FIL,665.39M FIL
11/05/2025,22:59:15,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Cosmos,ATOM,"5,31 US$",0.1,0.03,28.0,positivo,"$2,079,514,682","$117,424,360",22.07M ATOM,390.93M ATOM
11/05/2025,22:59:15,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Stacks,STX,"1,00 US$",-0.04,-2.39,32.52,positivo,"$1,531,163,365","$69,931,799",69.85M STX,1.52B STX
11/05/2025,22:59:16,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Zcash,ZEC,"44,80 US$",-0.01,4.72,25.75,positivo,"$711,885,390","$80,041,729",1.78M ZEC,15.88M ZEC
11/05/2025,22:59:16,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Polyhedra Network,ZKJ,"2,18 US$",0.01,-0.63,2.57,positivo,"$638,796,142","$363,805,562",166.77M ZKJ,292.86M ZKJ
11/05/2025,22:59:16,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Kava,KAVA,"0,4782 US$",-1.3,-3.89,4.27,positivo,"$517,885,203","$17,105,047",35.96M KAVA,1.08B KAVA
11/05/2025,22:59:16,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,KAITO,KAITO,"1,72 US$",-2.78,-3.92,113.2,positivo,"$415,904,072","$264,226,188",153.35M KAITO,241.38M KAITO
11/05/2025,22:59:16,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Terra Classic,LUNC,"0,00007015 US$",0.27,-0.16,17.22,positivo,"$382,271,114","$15,438,216",220.42B LUNC,5.44T LUNC
11/05/2025,22:59:16,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Nervos Network,CKB,"0,005868 US$",1.3,-2.19,27.02,positivo,"$272,803,868","$23,311,980",4.00B CKB,46.48B CKB
11/05/2025,22:59:17,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Harmony,ONE,"0,01606 US$",-0.1,-2.9,30.91,positivo,"$234,113,131","$17,097,756",1.06B ONE,14.57B ONE
11/05/2025,22:59:17,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Babylon,BABY,"0,09696 US$",-2.05,2.04,9.71,positivo,"$222,435,933","$83,853,868",868.34M BABY,2.29B BABY
11/05/2025,22:59:17,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Casper,CSPR,"0,01694 US$",0.61,-3.15,24.1,positivo,"$221,443,208","$112,409,976",6.68B CSPR,13.06B CSPR
11/05/2025,22:59:17,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,IoTeX,IOTX,"0,02155 US$",-0.01,-1.73,22.22,positivo,"$203,477,594","$11,608,710",543.36M IOTX,9.44B IOTX
11/05/2025,22:59:17,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,SKALE,SKL,"0,02755 US$",0.93,-0.02,29.27,positivo,"$162,097,419","$21,639,199",785.43M SKL,5.88B SKL
11/05/2025,22:59:18,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,Nillion,NIL,"0,5316 US$",-3.45,9.34,40.43,positivo,"$103,743,098","$99,942,574",188.00M NIL,195.15M NIL
11/05/2025,22:59:18,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,SUPRA,SUPRA,"0,006763 US$",-1.18,-3.8,-11.11,negativo,"$91,265,766","$3,454,249",510.74M SUPRA,13.49B SUPRA
11/05/2025,22:59:18,Principales Tokens Hashkey Capital Portfolio por Capitalización de Mercado,RSS3,RSS3,"0,06571 US$",-0.31,-0.44,15.21,positivo,"$51,143,824","$5,657,814",86.09M RSS3,778.26M RSS3
11/05/2025,22:59:19,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,Raydium,RAY,"3,13 US$",-0.37,-2.28,18.08,positivo,"$910,468,306","$91,824,859",29.27M RAY,290.3M RAY
11/05/2025,22:59:19,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,Aleph Zero,AZERO,"0,1390 US$",0.24,0.71,9.04,positivo,"$37,096,583","$327,976",2.35M AZERO,266.77M AZERO
11/05/2025,22:59:19,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,Star Atlas,ATLAS,"0,001611 US$",-1.29,8.36,34.26,positivo,"$30,751,479","$4,210,169",2.61B ATLAS,19.07B ATLAS
11/05/2025,22:59:20,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,Star Atlas DAO,POLIS,"0,08484 US$",-0.16,8.28,37.04,positivo,"$24,390,143","$651,568",7.67M POLIS,287.47M POLIS
11/05/2025,22:59:20,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,Step Finance,STEP,"0,08462 US$",0.64,12.64,11.52,positivo,"$18,735,955","$81,339",961.20K STEP,221.4M STEP
11/05/2025,22:59:20,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,LIKE,LIKE,"0,01918 US$",0.36,-0.36,10.75,positivo,"$6,352,659","$575,740",30.01M LIKE,331.15M LIKE
11/05/2025,22:59:20,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,Solanium,SLIM,"0,05523 US$",-0.21,-4.09,14.68,positivo,"$5,523,734","$476,380",8.62M SLIM,100M SLIM
11/05/2025,22:59:20,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,Lithium,LITH,"0,00008127 US$",0.58,-4.11,-7.75,negativo,"$426,052","$179,768",2.21B LITH,5.24B LITH
11/05/2025,22:59:20,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,Parrot Protocol,PRT,"0,00008796 US$",-0.0,-1.27,-2.66,negativo,--,"$18,836",214.13M PRT,--
11/05/2025,22:59:20,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,Cykura,CYS,"0,0003739 US$",0.0,0.0,0.0,positivo,"$2,311",--,,6.18M CYS
11/05/2025,22:59:21,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,Aldrin,RIN,"0,004324 US$",0.0,5.22,16.03,positivo,"$54,661",--,,12.64M RIN
11/05/2025,22:59:21,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,Matrix Labs,MATRIX,"0,0007338 US$",0.0,0.0,48.23,positivo,--,--,,0 MATRIX
11/05/2025,22:59:21,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,Sienna,SIENNA,--,,,,desconocido,--,--,,--
11/05/2025,22:59:21,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,Symmetry,SMF,--,,,,desconocido,--,--,,--
11/05/2025,22:59:21,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,Volatility Protocol Token,VOL,--,,,,desconocido,--,--,,--
11/05/2025,22:59:21,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,HaloDAO,RNBW,--,,,,desconocido,--,--,,--
11/05/2025,22:59:21,Principales Tokens PetRock Capital Portfolio por Capitalización de Mercado,BlockchainSpace,GUILD,--,,,,desconocido,--,--,,--
11/05/2025,22:59:23,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Bitcoin,BTC,"104.080,03 US$",0.19,0.02,10.66,positivo,"$2,067,403,094,142","$46,084,500,036",443.55K BTC,19.86M BTC
11/05/2025,22:59:23,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Ethereum,ETH,"2519,01 US$",-0.05,-0.75,40.31,positivo,"$304,119,502,403","$24,070,383,561",9.57M ETH,120.72M ETH
11/05/2025,22:59:23,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Sui,SUI,"4,05 US$",1.48,0.47,23.0,positivo,"$13,548,503,047","$1,504,792,514",370.77M SUI,3.33B SUI
11/05/2025,22:59:23,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Ethena USDe,USDe,"1,00 US$",0.0,0.01,-0.02,negativo,"$4,659,699,531","$106,258,302",106.24M USDe,4.65B USDe
11/05/2025,22:59:23,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Aptos,APT,"5,93 US$",0.4,-4.89,14.77,positivo,"$3,689,548,179","$204,867,370",34.49M APT,621.21M APT
11/05/2025,22:59:23,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Ethena,ENA,"0,4148 US$",-0.59,-0.24,44.06,positivo,"$2,414,680,595","$315,336,879",757.18M ENA,5.82B ENA
11/05/2025,22:59:23,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Injective,INJ,"13,45 US$",1.21,2.37,42.66,positivo,"$1,345,216,633","$144,756,877",10.79M INJ,99.97M INJ
11/05/2025,22:59:24,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,BitTorrent [New],BTT,"0,068217 US$",0.17,1.25,16.41,positivo,"$810,339,558","$35,353,108",43.01T BTT,986.06T BTT
11/05/2025,22:59:24,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Polyhedra Network,ZKJ,"2,18 US$",0.04,-0.63,2.57,positivo,"$638,789,461","$363,016,852",166.41M ZKJ,292.86M ZKJ
11/05/2025,22:59:24,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,MultiversX,EGLD,"19,67 US$",1.08,-1.55,24.23,positivo,"$554,982,824","$26,225,428",1.33M EGLD,28.21M EGLD
11/05/2025,22:59:24,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Movement,MOVE,"0,2130 US$",0.23,-8.75,25.96,positivo,"$532,536,486","$284,348,918",1.33B MOVE,2.5B MOVE
11/05/2025,22:59:24,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Kava,KAVA,"0,4782 US$",-1.3,-3.89,4.26,positivo,"$517,880,047","$17,105,078",35.96M KAVA,1.08B KAVA
11/05/2025,22:59:24,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Axelar,AXL,"0,4227 US$",0.1,-3.56,19.21,positivo,"$408,010,545","$15,464,703",36.58M AXL,965.16M AXL
11/05/2025,22:59:25,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Terra Classic,LUNC,"0,00007015 US$",0.82,-0.16,17.22,positivo,"$382,271,114","$15,542,919",221.91B LUNC,5.44T LUNC
11/05/2025,22:59:25,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,LayerZero,ZRO,"2,97 US$",0.18,-3.62,20.58,positivo,"$326,946,017","$61,242,106",20.60M ZRO,110M ZRO
11/05/2025,22:59:25,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,1inch Network,1INCH,"0,2360 US$",-0.04,-1.57,22.14,positivo,"$327,271,383","$22,312,621",94.82M 1INCH,1.38B 1INCH
11/05/2025,22:59:25,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Oasis,ROSE,"0,03880 US$",0.73,-1.89,38.14,positivo,"$274,140,838","$19,781,321",514.40M ROSE,7.06B ROSE
11/05/2025,22:59:25,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Solayer,LAYER,"1,17 US$",0.38,-3.78,-63.1,negativo,"$247,369,686","$243,851,214",207.01M LAYER,210M LAYER
11/05/2025,22:59:25,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Harmony,ONE,"0,01613 US$",-0.1,-1.81,32.04,positivo,"$235,128,435","$17,097,756",1.06B ONE,14.57B ONE
11/05/2025,22:59:26,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Initia,INIT,"1,14 US$",-2.7,-6.73,58.88,positivo,"$169,673,743","$493,026,798",432.22M INIT,148.75M INIT
11/05/2025,22:59:26,Principales Tokens YZi Labs Portfolio por Capitalización de Mercado,Arkham,ARKM,"0,7216 US$",0.06,-1.56,37.9,positivo,"$162,434,132","$133,478,804",184.97M ARKM,225.1M ARKM
11/05/2025,22:59:27,Principales Tokens LedgerPrime Portfolio por Capitalización de Mercado,The Graph,GRT,"0,1206 US$",1.3,-1.5,32.93,positivo,"$1,185,579,680","$56,747,333",473.08M GRT,9.82B GRT
11/05/2025,22:59:27,Principales Tokens LedgerPrime Portfolio por Capitalización de Mercado,Flow,FLOW,"0,4572 US$",-0.01,-0.99,22.83,positivo,"$723,107,887","$31,660,749",69.24M FLOW,1.58B FLOW
11/05/2025,22:59:28,Principales Tokens LedgerPrime Portfolio por Capitalización de Mercado,Rally,RLY,"0,001198 US$",0.02,-3.1,24.26,positivo,"$6,278,919","$95,843",79.96M RLY,5.23B RLY
11/05/2025,22:59:28,Principales Tokens LedgerPrime Portfolio por Capitalización de Mercado,saffron.finance,SFI,"26,33 US$",-0.07,-9.49,13.86,positivo,"$2,407,232","$1,232",46.78 SFI,91.42K SFI
11/05/2025,22:59:28,Principales Tokens LedgerPrime Portfolio por Capitalización de Mercado,Kaon,AKRO,"0,0004061 US$",0.0,0.1,-0.37,negativo,"$1,801,695","$134,207",330.44M AKRO,4.43B AKRO
11/05/2025,22:59:28,Principales Tokens LedgerPrime Portfolio por Capitalización de Mercado,PowerPool,CVP,"0,03829 US$",-1.41,-10.81,-11.3,negativo,"$1,731,884","$63,439",1.65M CVP,45.22M CVP
11/05/2025,22:59:28,Principales Tokens LedgerPrime Portfolio por Capitalización de Mercado,Rari Governance Token,RGT,"0,1146 US$",0.0,6.72,10.75,positivo,"$1,430,301",--,,12.47M RGT
11/05/2025,22:59:28,Principales Tokens LedgerPrime Portfolio por Capitalización de Mercado,Edgeware,EDG,"0,00003447 US$",0.07,25.64,26.49,positivo,"$218,892","$21,873",634.57M EDG,6.35B EDG
11/05/2025,22:59:28,Principales Tokens LedgerPrime Portfolio por Capitalización de Mercado,PowerTrade Fuel,PTF,"0,007870 US$",0.38,-0.51,-5.86,negativo,"$183,482","$138,645",17.70M PTF,23.31M PTF
11/05/2025,22:59:29,Principales Tokens LedgerPrime Portfolio por Capitalización de Mercado,HXRO,HXRO,"0,004887 US$",0.46,0.4,24.49,positivo,"$2,983,176",$553,113.11K HXRO,610.38M HXRO
11/05/2025,22:59:29,Principales Tokens LedgerPrime Portfolio por Capitalización de Mercado,Edgeless,EDG,--,,,,desconocido,--,--,,--
11/05/2025,22:59:30,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Bitcoin,BTC,"104.088,94 US$",0.19,0.03,10.67,positivo,"$2,067,580,143,054","$46,084,500,036",443.55K BTC,19.86M BTC
11/05/2025,22:59:30,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Ethereum,ETH,"2519,10 US$",-0.05,-0.75,40.31,positivo,"$304,130,327,710","$24,070,383,561",9.57M ETH,120.72M ETH
11/05/2025,22:59:30,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,XRP,XRP,"2,39 US$",0.16,-0.46,11.33,positivo,"$140,158,136,229","$3,691,082,839",1.54B XRP,58.55B XRP
11/05/2025,22:59:30,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Polkadot,DOT,"5,14 US$",0.98,0.13,29.28,positivo,"$8,103,082,906","$266,258,972",51.92M DOT,1.57B DOT
11/05/2025,22:59:31,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Uniswap,UNI,"7,01 US$",0.15,-3.75,39.55,positivo,"$4,409,166,809","$315,370,421",45.03M UNI,628.49M UNI
11/05/2025,22:59:31,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Aave,AAVE,"221,06 US$",0.46,-1.45,27.05,positivo,"$3,341,295,696","$247,333,864",1.11M AAVE,15.11M AAVE
11/05/2025,22:59:31,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Arbitrum,ARB,"0,4583 US$",0.18,-4.53,45.82,positivo,"$2,180,183,075","$411,550,411",899.39M ARB,4.75B ARB
11/05/2025,22:59:31,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Filecoin,FIL,"3,20 US$",1.01,-1.69,20.34,positivo,"$2,129,378,058","$143,370,403",44.97M FIL,665.39M FIL
11/05/2025,22:59:31,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Maker,MKR,"1818,25 US$",-0.35,-2.66,19.39,positivo,"$1,515,270,980","$50,628,546",27.82K MKR,833.36K MKR
11/05/2025,22:59:32,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Injective,INJ,"13,45 US$",1.21,2.37,42.71,positivo,"$1,345,356,388","$144,756,877",10.79M INJ,99.97M INJ
11/05/2025,22:59:32,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Zcash,ZEC,"44,80 US$",1.48,4.71,25.74,positivo,"$711,862,125","$79,212,119",1.76M ZEC,15.88M ZEC
11/05/2025,22:59:32,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Compound,COMP,"48,21 US$",0.47,-0.59,21.22,positivo,"$435,325,425","$29,954,050",622.15K COMP,9.02M COMP
11/05/2025,22:59:32,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Morpho,MORPHO,"1,61 US$",-0.9,-1.83,18.34,positivo,"$426,958,050","$19,496,494",12.07M MORPHO,264.52M MORPHO
11/05/2025,22:59:32,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Terra Classic,LUNC,"0,00007016 US$",0.82,-0.16,17.24,positivo,"$382,307,437","$15,542,919",221.91B LUNC,5.44T LUNC
11/05/2025,22:59:33,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,FTX Token,FTT,"1,15 US$",0.3,-2.46,8.62,positivo,"$380,468,132","$14,507,908",12.59M FTT,328.89M FTT
11/05/2025,22:59:33,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Oasis,ROSE,"0,03880 US$",0.73,-1.9,38.13,positivo,"$274,137,680","$19,781,321",514.40M ROSE,7.06B ROSE
11/05/2025,22:59:33,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,0x Protocol,ZRX,"0,3026 US$",0.21,-1.03,20.09,positivo,"$256,772,805","$33,843,290",112.17M ZRX,848.39M ZRX
11/05/2025,22:59:33,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Basic Attention Token,BAT,"0,1654 US$",0.2,-1.38,17.14,positivo,"$247,453,044","$17,093,835",103.31M BAT,1.49B BAT
11/05/2025,22:59:34,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Livepeer,LPT,"6,01 US$",0.62,-4.88,26.86,positivo,"$243,710,748","$38,782,559",6.44M LPT,40.48M LPT
11/05/2025,22:59:34,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,SushiSwap,SUSHI,"0,8342 US$",0.05,-1.97,36.45,positivo,"$224,105,050","$49,103,222",59.11M SUSHI,268.62M SUSHI
11/05/2025,22:59:34,Principales Tokens Pantera Capital Portfolio por Capitalización de Mercado,Ankr,ANKR,"0,02156 US$",0.26,-1.37,18.22,positivo,"$215,668,888","$20,341,120",943.16M ANKR,10B ANKR
