timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2022-01-02T00:00:00.000Z";"2022-01-02T23:59:59.999Z";"2022-01-02T17:04:00.000Z";"2022-01-02T04:55:00.000Z";"2781";28.5828853543;30.5558264291;27.9223513296;29.731165677;1217867246.33;29361884232.16;"2022-01-02T23:59:59.999Z"
"2022-01-01T00:00:00.000Z";"2022-01-01T23:59:59.999Z";"2022-01-01T23:59:00.000Z";"2022-01-01T00:01:00.000Z";"2781";26.7213464549;28.5835814304;26.7059915342;28.5835814304;769282646.22;28228553768.1;"2022-01-01T23:59:59.999Z"
"2021-12-31T00:00:00.000Z";"2021-12-31T23:59:59.999Z";"2021-12-31T09:13:00.000Z";"2021-12-31T20:01:00.000Z";"2781";27.5692914409;28.0607051916;26.3563338471;26.7196749059;1169307108;26387798239.44;"2021-12-31T23:59:59.999Z"
"2021-12-30T00:00:00.000Z";"2021-12-30T23:59:59.999Z";"2021-12-30T19:43:07.000Z";"2021-12-30T00:19:12.000Z";"2781";26.8274246753;28.3702481992;26.2184142426;27.5677904548;1238329220.69;27225379612.22;"2021-12-30T23:59:59.999Z"
"2021-12-29T00:00:00.000Z";"2021-12-29T23:59:59.999Z";"2021-12-29T04:10:18.000Z";"2021-12-29T23:46:08.000Z";"2781";27.8650618134;28.9210682416;26.5603647403;26.7443735883;1772776120.31;26412190147.29;"2021-12-29T23:59:59.999Z"
"2021-12-28T00:00:00.000Z";"2021-12-28T23:59:59.999Z";"2021-12-28T00:00:08.000Z";"2021-12-28T19:10:06.000Z";"2781";30.9624341669;30.9624341669;27.5850243833;27.9071018689;2373946823.06;27560476546.09;"2021-12-28T23:59:59.999Z"
"2021-12-27T00:00:00.000Z";"2021-12-27T23:59:59.999Z";"2021-12-27T16:32:08.000Z";"2021-12-27T22:48:10.000Z";"2781";31.3199461142;32.7680938174;30.8358201284;30.9086727848;1724296389.51;30524765895.1;"2021-12-27T23:59:59.999Z"
"2021-12-26T00:00:00.000Z";"2021-12-26T23:59:59.999Z";"2021-12-26T22:49:11.000Z";"2021-12-26T07:13:08.000Z";"2781";28.8388395332;31.7395180641;28.3220903405;31.33283623;1627652480.29;30943660939.7;"2021-12-26T23:59:59.999Z"
"2021-12-25T00:00:00.000Z";"2021-12-25T23:59:59.999Z";"2021-12-25T21:13:08.000Z";"2021-12-25T00:04:10.000Z";"2781";28.1582884683;29.1444145738;28.0090492588;28.8377581945;721290102.62;28479573482.62;"2021-12-25T23:59:59.999Z"
"2021-12-24T00:00:00.000Z";"2021-12-24T23:59:59.999Z";"2021-12-24T11:26:08.000Z";"2021-12-24T23:14:08.000Z";"2781";29.1531179285;29.6675523426;27.8815925202;28.1394975681;1068526284.84;27789985731.59;"2021-12-24T23:59:59.999Z"
"2021-12-23T00:00:00.000Z";"2021-12-23T23:59:59.999Z";"2021-12-23T19:53:07.000Z";"2021-12-23T12:25:11.000Z";"2781";27.2334304305;29.6379533541;26.7938316801;29.1110930878;1466897163.69;28749513369.33;"2021-12-23T23:59:59.999Z"
"2021-12-22T00:00:00.000Z";"2021-12-22T23:59:59.999Z";"2021-12-22T21:54:07.000Z";"2021-12-22T01:01:08.000Z";"2781";25.1877669113;28.2126621206;25.0195091922;27.2160742756;1332894453.17;26878031988.9;"2021-12-22T23:59:59.999Z"
"2021-12-21T00:00:00.000Z";"2021-12-21T23:59:59.999Z";"2021-12-21T22:31:07.000Z";"2021-12-21T01:29:07.000Z";"2781";24.0422616427;25.5843345847;23.7651606858;25.1941939909;893276893.7;24881264842.4;"2021-12-21T23:59:59.999Z"
"2021-12-20T00:00:00.000Z";"2021-12-20T23:59:59.999Z";"2021-12-20T01:14:07.000Z";"2021-12-20T14:26:07.000Z";"2781";24.7841058046;25.0185657856;23.3131591739;24.0506750811;924598147.32;23751949220.84;"2021-12-20T23:59:59.999Z"
"2021-12-19T00:00:00.000Z";"2021-12-19T23:59:59.999Z";"2021-12-19T04:44:08.000Z";"2021-12-19T20:07:07.000Z";"2781";25.4880073338;25.8564681949;24.6950180976;24.7913996638;744698641.84;24483473496.76;"2021-12-19T23:59:59.999Z"
"2021-12-18T00:00:00.000Z";"2021-12-18T23:59:59.999Z";"2021-12-18T22:23:07.000Z";"2021-12-18T02:07:08.000Z";"2781";24.676815506;25.7248954488;24.2563223197;25.4907569731;878905203.16;25174144309.22;"2021-12-18T23:59:59.999Z"
"2021-12-17T00:00:00.000Z";"2021-12-17T23:59:59.999Z";"2021-12-17T01:24:09.000Z";"2021-12-17T22:22:07.000Z";"2781";26.0284373431;26.2085488073;24.2875949195;24.6630257605;1134265516.15;24356694085.3;"2021-12-17T23:59:59.999Z"
"2021-12-16T00:00:00.000Z";"2021-12-16T23:59:59.999Z";"2021-12-16T00:29:07.000Z";"2021-12-16T22:10:07.000Z";"2781";27.1547539723;27.7952705072;25.7716238795;26.043077063;1485488982.7;25719604205.29;"2021-12-16T23:59:59.999Z"
"2021-12-15T00:00:00.000Z";"2021-12-15T23:59:59.999Z";"2021-12-15T20:42:07.000Z";"2021-12-15T16:20:07.000Z";"2781";26.1748725187;27.9897152616;24.3715349311;27.1457590958;1580299614.92;26808590171.83;"2021-12-15T23:59:59.999Z"
"2021-12-14T00:00:00.000Z";"2021-12-14T23:59:59.999Z";"2021-12-14T12:11:07.000Z";"2021-12-14T18:48:07.000Z";"2781";25.9527185372;26.69297901;25.0918611845;26.1684187211;1206987078.62;25843389034.1;"2021-12-14T23:59:59.999Z"
"2021-12-13T00:00:00.000Z";"2021-12-13T23:59:59.999Z";"2021-12-13T00:06:07.000Z";"2021-12-13T19:43:07.000Z";"2781";29.6138900064;29.81246972;25.6086204999;25.9711060236;1292550086.49;25648527095.51;"2021-12-13T23:59:59.999Z"
"2021-12-12T00:00:00.000Z";"2021-12-12T23:59:59.999Z";"2021-12-12T22:34:07.000Z";"2021-12-12T05:59:07.000Z";"2781";27.7606906025;30.0222297927;27.3561342298;29.6089804937;897053030.75;29241216672.52;"2021-12-12T23:59:59.999Z"
"2021-12-11T00:00:00.000Z";"2021-12-11T23:59:59.999Z";"2021-12-11T06:12:22.000Z";"2021-12-11T00:21:06.000Z";"2781";26.4701403229;28.1452664347;25.9172936038;27.7747280049;1175903575.54;27429746856.23;"2021-12-11T23:59:59.999Z"
"2021-12-10T00:00:00.000Z";"2021-12-10T23:59:59.999Z";"2021-12-10T14:13:07.000Z";"2021-12-10T16:19:06.000Z";"2781";26.9618176355;28.399460689;25.8460446146;26.4539140804;1357627513.79;26125338345.46;"2021-12-10T23:59:59.999Z"
"2021-12-09T00:00:00.000Z";"2021-12-09T23:59:59.999Z";"2021-12-09T00:12:08.000Z";"2021-12-09T20:44:07.000Z";"2781";29.7802752611;30.1106770581;26.8609963894;26.9519215482;1193183661.02;26617160219.38;"2021-12-09T23:59:59.999Z"
"2021-12-08T00:00:00.000Z";"2021-12-08T23:59:59.999Z";"2021-12-08T00:45:06.000Z";"2021-12-08T11:42:07.000Z";"2781";30.5433729914;30.6225469503;28.1024464884;29.8704984996;1356418901.67;29499486445.63;"2021-12-08T23:59:59.999Z"
"2021-12-07T00:00:00.000Z";"2021-12-07T23:59:59.999Z";"2021-12-07T16:30:06.000Z";"2021-12-07T01:40:06.000Z";"2781";28.2321685854;31.4432948243;27.790523609;30.5438648569;1776628055.28;30164489131.53;"2021-12-07T23:59:59.999Z"
"2021-12-06T00:00:00.000Z";"2021-12-06T23:59:59.999Z";"2021-12-06T23:09:07.000Z";"2021-12-06T11:16:07.000Z";"2781";28.3423973007;28.8898669433;24.9070788432;28.2495233862;1994330965.63;27898644953.58;"2021-12-06T23:59:59.999Z"
